listing_id,repay_amt,repay_date
5430483,866.1975,2019-04-08
5373345,1039.4371,2019-03-22
5329317,117.3254,2019-03-09
5353374,2821.0865,2019-03-19
5365754,383.0054,2019-03-16
5320370,912.3341,2019-03-07
5448509,645.9643,2019-04-16
5443591,145.5198,2019-04-13
5393598,133.766,2019-03-30
5319269,260.1563,2019-03-09
5467457,83.1542,2019-04-21
5415674,903.5627,2019-04-06
5329084,234.6508,2019-03-11
5436478,93.5484,2019-04-09
5431079,579.1633,2019-04-08
5315182,272.0589,2019-03-09
5336036,192.3113,2019-03-12
5353489,940.9282,2019-03-17
5347893,446.437,2019-03-17
5468126,568.9728,2019-04-23
5293772,185.3401,2019-02-26
5356292,258.3857,2019-03-19
5427028,176.7027,2019-04-06
5389580,284.6816,2019-03-24
5394911,951.1188,2019-04-01
5316952,383.4779,2019-03-07
5341858,119.0498,2019-03-13
5459168,71.0275,2019-04-18
5336435,257.5598,2019-03-15
5378452,133.766,2019-03-23
5439322,184.0712,2019-04-08
5455573,383.8442,2019-04-19
5370313,212.2816,2019-03-18
5454184,254.7639,2019-04-15
5403511,755.7996,2019-04-03
5403197,383.0054,2019-04-02
5321683,213.8037,2019-03-09
5361629,151.1598,2019-03-17
5476371,107.0008,2019-04-15
5469724,84.6041,2019-04-20
5358911,383.8442,2019-03-19
5401895,380.4474,2019-03-30
5427103,559.0735,2019-04-08
5282948,2164.5692,2019-02-28
5478596,147.4856,2019-04-25
5480468,120.5881,2019-04-25
5480604,383.0054,2019-04-28
5385953,583.2264,2019-03-23
5465030,568.9728,2019-04-15
5458507,383.722,2019-04-20
5333090,121.3392,2019-03-08
5481644,258.3857,2019-04-27
5483182,337.2734,2019-04-29
5339839,544.1179,2019-03-11
5333064,389.2015,2019-03-10
5309572,91.8161,2019-03-04
5347395,221.0479,2019-03-17
5395048,258.3857,2019-04-01
5395358,350.43300000000005,2019-03-31
5340508,309.467,2019-03-15
5335763,117.3254,2019-03-08
5349705,1595.7261,2019-03-17
5380042,568.9728,2019-03-21
5384899,383.8442,2019-03-25
5432109,1355.9535,2019-04-12
5361324,923.9438,2019-03-20
5483953,140.9693,2019-04-28
5426544,133.766,2019-04-02
5438006,241.1763,2019-04-07
5305710,184.2983,2019-03-02
5446490,133.766,2019-04-12
5442111,1115.8605,2019-04-15
5351269,342.9899,2019-03-19
5290941,319.3967,2019-03-01
5287111,337.6895,2019-02-25
5316594,223.2185,2019-03-08
5326675,290.7564,2019-03-10
5354834,802.5964,2019-03-20
5445190,195.7588,2019-04-07
5403444,959.6108,2019-04-03
5442564,531.6073,2019-04-14
5361344,1975.27,2019-03-21
5408746,198.9431,2019-04-02
5359267,435.4615,2019-03-15
5483552,75.3585,2019-04-26
5387606,171.7372,2019-03-23
5382921,940.9282,2019-03-26
5452982,752.4028,2019-04-18
5420111,103.8475,2019-04-07
5352031,151.1598,2019-03-16
5402026,146.386,2019-04-01
5351857,133.766,2019-03-14
5456974,153.2021,2019-04-13
5375714,72.0278,2019-03-22
5398613,884.8801,2019-03-31
5468233,383.8442,2019-04-18
5373331,258.3857,2019-03-20
5464605,249.2393,2019-04-22
5316744,302.2035,2019-03-06
5457852,287.0338,2019-04-19
5389309,163.0489,2019-03-21
5302019,115.625,2019-03-03
5297900,409.7077,2019-02-28
5435809,299.8897,2019-04-09
5484036,1416.5483,2019-04-29
5412977,270.0498,2019-04-03
5316599,180.8642,2019-03-08
5417354,1518.302,2019-03-30
5376786,1559.1556,2019-03-21
5380421,149.4613,2019-03-25
5325254,171.7065,2019-03-12
5326486,137.7298,2019-03-11
5447132,339.6852,2019-04-17
5366814,978.6645,2019-03-20
5407612,180.1674,2019-04-02
5444236,1878.4597,2019-04-15
5474765,4834.2049,2019-04-22
5468194,157.9536,2019-04-16
5399820,383.0054,2019-03-31
5416569,84.6041,2019-04-01
5463179,3011.3104,2019-04-22
5304727,848.4839,2019-03-06
5392991,1718.4707,2019-04-01
5405336,283.5383,2019-04-03
5387731,872.253,2019-03-27
5300138,164.8382,2019-03-02
5404147,197.223,2019-04-03
5409105,776.1060000000001,2019-04-05
5471171,198.9431,2019-04-21
5421217,1500.0092,2019-04-08
5436383,383.0054,2019-04-13
5362051,1084.9914,2019-03-21
5427252,163.0489,2019-04-08
5460894,164.7471,2019-04-20
5398249,1129.4536,2019-04-02
5376342,198.7159,2019-03-22
5406670,208.0805,2019-04-02
5304881,161.4041,2019-03-01
5461821,392.3365,2019-04-17
5470807,716.7359,2019-04-25
5372256,166.4457,2019-03-23
5317469,198.9431,2019-03-07
5379521,483.4584,2019-03-26
5295733,522.2801,2019-03-01
5391762,168.065,2019-03-30
5458050,101.3441,2019-04-14
5422447,384.2833,2019-04-08
5468440,1083.8481,2019-04-24
5319210,328.1711,2019-03-05
5442304,383.8442,2019-04-11
5317238,872.7131,2019-03-09
5391706,886.0573,2019-03-28
5286116,258.7045,2019-02-27
5475453,568.9728,2019-04-26
5299573,384.2833,2019-02-26
5446759,84.6041,2019-04-13
5298827,847.0856,2019-03-01
5444537,383.8442,2019-04-09
5364205,1721.8398,2019-03-17
5430549,83.1542,2019-04-08
5331767,942.0041,2019-03-14
5483476,922.2456,2019-04-29
5463851,1316.2804,2019-04-15
5419323,168.1442,2019-04-07
5415200,1150.2999,2019-04-07
5367871,383.0054,2019-03-21
5471710,132.4772,2019-04-24
5451974,402.5271,2019-04-17
5375351,258.3857,2019-03-25
5437191,76.2246,2019-04-12
5406962,116.0694,2019-03-30
5445529,129.0802,2019-04-11
5410105,307.5476,2019-04-01
5457858,1036.8291,2019-04-20
5312298,513.5113,2019-03-09
5286361,1211.1034,2019-02-28
5312043,756.664,2019-03-05
5335502,383.4779,2019-03-11
5357724,258.3857,2019-03-10
5447854,1631.9014,2019-04-16
5366963,356.7095,2019-03-22
5393573,795.7366,2019-04-01
5315233,258.7045,2019-03-07
5358872,107.4701,2019-03-17
5461187,259.8569,2019-04-19
5449419,1496.3137,2019-04-16
5464107,861.1023,2019-04-22
5434360,625.0208,2019-04-07
5347405,2632.5611,2019-03-18
5354280,106.3268,2019-03-17
5372638,383.0054,2019-03-22
5408984,383.0054,2019-04-04
5350706,227.8493,2019-03-08
5455368,198.9431,2019-04-18
5470403,271.748,2019-04-24
5459366,195.5042,2019-04-15
5384768,533.5728,2019-03-27
5304991,294.1637,2019-03-06
5425437,212.2816,2019-04-04
5322971,159.1147,2019-03-08
5368065,445.8869,2019-03-22
5467414,242.3795,2019-04-20
5388670,1353.6459,2019-03-27
5471786,254.7639,2019-04-23
5424460,198.7159,2019-04-07
5384608,148.1184,2019-03-26
5423301,865.3235,2019-04-09
5465514,290.4309,2019-04-22
5347795,385.4544,2019-03-17
5350179,195.7454,2019-03-15
5361292,606.519,2019-03-18
5390680,344.7805,2019-03-27
5439140,699.7515,2019-04-10
5383305,101.3441,2019-03-24
5444637,54.5699,2019-04-10
5340212,778.403,2019-03-15
5451785,256.0991,2019-04-16
5342109,153.0331,2019-03-12
5444256,573.4176,2019-04-14
5439100,475.5592,2019-04-06
5321034,198.9431,2019-03-07
5363253,162.8436,2019-03-21
5433528,107.4701,2019-04-08
5427595,116.0694,2019-04-08
5437148,148.1184,2019-04-12
5353666,798.0232,2019-03-19
5421252,368.1425,2019-04-07
5438515,895.0707,2019-04-14
5338188,258.7045,2019-03-13
5440267,406.2429,2019-04-15
5284030,146.5229,2019-02-25
5446237,752.4028,2019-04-10
5345305,459.0288,2019-03-17
5463525,475.5592,2019-04-21
5363436,383.0054,2019-03-20
5370278,383.0054,2019-03-23
5445977,301.8311,2019-04-15
5449526,73.1711,2019-04-14
5327420,289.6117,2019-03-06
5372130,378.7381,2019-03-21
5413638,117.1914,2019-04-04
5475077,217.3985,2019-04-26
5441187,633.388,2019-04-14
5348890,317.9689,2019-03-16
5297502,383.4779,2019-03-02
5470254,190.931,2019-04-22
5313063,170.0368,2019-03-08
5413696,233.005,2019-04-06
5415768,107.0008,2019-04-03
5385570,173.7815,2019-03-27
5420620,101.3441,2019-04-02
5413906,98.7456,2019-04-05
5321053,510.1105,2019-03-11
5443769,290.1735,2019-04-15
5444601,290.1735,2019-04-15
5453566,203.8111,2019-04-15
5327179,84.7085,2019-03-08
5390042,133.766,2019-03-25
5400462,633.388,2019-03-25
5377390,633.388,2019-03-25
5381423,594.5158,2019-03-25
5442299,81.1742,2019-04-12
5400978,451.6034,2019-03-29
5340854,278.1646,2019-03-15
5352969,280.1084,2019-03-19
5449071,163.2353,2019-04-17
5325512,246.1127,2019-03-12
5439262,146.3423,2019-04-12
5391770,377.2889,2019-03-30
5338935,130.9283,2019-03-15
5349978,162.5488,2019-03-16
5349187,374.081,2019-03-18
5360315,614.8303,2019-03-14
5476064,304.1177,2019-04-24
5463572,72.0278,2019-04-13
5298729,425.8622,2019-02-28
5351951,249.6687,2019-03-17
5376483,110.5239,2019-03-24
5450805,72.0278,2019-04-12
5347278,105.5928,2019-03-15
5419080,290.1735,2019-04-05
5391866,1047.9291,2019-04-01
5415051,195.7588,2019-04-04
5437968,290.1735,2019-04-13
5429493,77.7443,2019-04-08
5357585,1878.4597,2019-03-20
5413507,1256.8413,2019-04-05
5406087,383.0054,2019-04-01
5284863,370.8861,2019-02-28
5432615,205.7939,2019-04-07
5389243,357.8528,2019-03-26
5336305,133.9311,2019-03-12
5405548,290.4309,2019-04-03
5433155,187.0969,2019-04-10
5319923,761.2323,2019-03-11
5454169,383.8442,2019-04-16
5452883,241.2362,2019-04-19
5336133,402.9873,2019-03-14
5321530,107.1232,2019-03-05
5474958,258.3857,2019-04-23
5458106,195.5042,2019-04-16
5465500,698.5561,2019-04-20
5374917,564.7557,2019-03-24
5427545,198.7159,2019-04-07
5410856,198.7159,2019-03-30
5443722,195.7588,2019-04-14
5285545,105.3133,2019-02-25
5465437,1499.4495,2019-04-21
5412731,202.364,2019-03-31
5288493,775.368,2019-03-01
5316259,258.7045,2019-03-09
5391792,487.4483,2019-03-31
5399358,508.7683,2019-03-30
5411946,260.6723,2019-04-03
5383624,953.5119,2019-03-26
5432617,290.1735,2019-04-12
5361869,112.0433,2019-03-21
5434558,146.3423,2019-04-11
5363111,120.4003,2019-03-18
5295940,132.6287,2019-03-01
5424127,432.2286,2019-03-30
5421031,339.6852,2019-04-06
5424120,195.5042,2019-04-05
5482726,270.2511,2019-04-29
5301033,54.5699,2019-02-27
5475528,331.1931,2019-04-27
5409761,71.0275,2019-04-03
5434613,344.7805,2019-04-12
5303088,1572.8319,2019-03-06
5466578,2174.7714,2019-04-24
5469751,940.9282,2019-04-20
5360590,142.8309,2019-03-19
5308094,158.8256,2019-02-28
5457962,137.5725,2019-04-16
5432027,237.7796,2019-04-05
5329809,133.9311,2019-03-10
5367164,485.9023,2019-03-21
5456739,120.0464,2019-04-19
5313695,698.8514,2019-03-08
5418651,343.8773,2019-04-07
5484731,320.1239,2019-04-25
5378381,568.9728,2019-03-25
5322478,1396.0026,2019-03-10
5414428,133.766,2019-04-04
5390173,671.1169,2019-03-26
5442724,133.766,2019-04-07
5368590,1092.0881,2019-03-19
5424007,236.081,2019-04-07
5401640,1275.5181,2019-04-03
5418257,140.3227,2019-04-07
5377399,220.6568,2019-03-24
5394570,195.3188,2019-03-31
5391343,107.0008,2019-03-20
5398273,200.4141,2019-03-21
5416914,210.6046,2019-04-06
5415054,67.5627,2019-04-02
5414246,485.9023,2019-04-02
5293584,133.9311,2019-02-23
5373160,679.3704,2019-03-23
5325136,108.8235,2019-03-05
5372096,164.576,2019-03-23
5288822,136.2205,2019-03-01
5471794,383.0054,2019-04-22
5462229,495.9403,2019-04-22
5320660,145.7356,2019-03-08
5433249,107.0008,2019-04-06
5443094,121.1897,2019-04-13
5445213,148.6289,2019-04-06
5413292,345.2765,2019-04-04
5398084,383.0054,2019-03-30
5414557,133.766,2019-04-03
5454407,222.9434,2019-04-19
5413689,446.9539,2019-04-04
5316167,384.2833,2019-03-01
5405143,214.815,2019-04-01
5401884,259.529,2019-03-31
5483500,550.2902,2019-04-30
5393327,180.033,2019-03-31
5484804,383.0054,2019-04-28
5314431,236.3512,2019-03-08
5447694,274.5821,2019-04-14
5388938,540.0996,2019-03-24
5405760,146.3423,2019-04-03
5332860,167.1277,2019-03-13
5322412,103.0239,2019-03-09
5372969,772.8706,2019-03-24
5373469,653.6925,2019-03-22
5386563,320.1239,2019-03-23
5478396,198.7159,2019-04-25
5305777,233.5209,2019-03-03
5377505,633.388,2019-03-22
5414761,1592.9229,2019-04-06
5471429,186.2307,2019-04-22
5441471,157.6465,2019-04-14
5390852,496.192,2019-03-26
5401421,72.0278,2019-03-25
5284391,402.9873,2019-02-26
5290779,361.7284,2019-02-28
5452147,110.8722,2019-04-11
5459597,149.7722,2019-04-20
5383966,477.2577,2019-03-27
5379936,74.3144,2019-03-25
5447665,317.8916,2019-04-16
5354475,258.3857,2019-03-16
5314849,626.1565,2019-03-05
5459492,180.033,2019-04-13
5408350,290.1735,2019-04-03
5389675,258.3857,2019-03-24
5379018,743.5137,2019-03-26
5413787,198.7159,2019-03-28
5458372,264.1878,2019-04-18
5431144,198.7159,2019-04-05
5318366,54.5699,2019-02-27
5365193,233.2331,2019-03-22
5438339,300.6215,2019-04-13
5381815,72.0278,2019-03-18
5380607,80.5556,2019-03-24
5442870,383.0054,2019-04-12
5480916,886.0573,2019-04-28
5458893,121.1897,2019-04-19
5283567,459.0288,2019-03-01
5288623,4490.6734,2019-03-02
5328848,210.8457,2019-03-11
5479272,176.6362,2019-04-26
5362780,290.1735,2019-03-18
5329918,1035.5244,2019-03-13
5425832,546.4972,2019-04-06
5479119,221.8001,2019-04-26
5332482,515.1196,2019-03-13
5403574,332.7002,2019-03-28
5441198,258.1607,2019-04-14
5426617,1051.3258,2019-04-06
5367412,320.1239,2019-03-15
5455848,198.7159,2019-04-19
5414030,647.1076,2019-04-03
5411140,1264.4895,2019-04-04
5471445,766.5779,2019-04-25
5478226,1128.7992,2019-04-26
5431206,394.2374,2019-04-08
5312994,386.912,2019-03-07
5346831,133.9311,2019-03-14
5442598,417.3044,2019-04-12
5442588,2255.5104,2019-04-08
5355010,940.9282,2019-03-19
5329865,177.43,2019-03-11
5350989,272.9335,2019-03-13
5288215,589.6709,2019-03-01
5300318,1013.0686,2019-03-03
5451293,383.0054,2019-04-09
5330483,158.8256,2019-03-08
5366107,97.1804,2019-03-19
5364256,320.1239,2019-03-21
5483377,222.4937,2019-04-25
5298494,1025.6604,2019-02-28
5426838,149.8508,2019-04-07
5313930,634.1695,2019-03-09
5482125,320.1239,2019-04-27
5367955,447.82,2019-03-18
5399203,662.3863,2019-04-02
5438092,101.3441,2019-04-11
5344733,608.7319,2019-03-16
5413675,578.6147,2019-04-04
5387360,127.3298,2019-03-21
5405067,133.766,2019-03-28
5424060,307.5476,2019-04-05
5371241,234.3828,2019-03-22
5289723,86.9979,2019-02-25
5425060,1011.8202,2019-04-08
5479823,121.1897,2019-04-23
5483398,490.4755,2019-04-28
5457285,1409.694,2019-04-20
5300856,296.4799,2019-02-27
5473066,283.5383,2019-04-23
5388280,394.2374,2019-03-24
5416060,146.0645,2019-04-02
5464406,163.0489,2019-04-15
5294950,383.4779,2019-03-01
5324212,260.0551,2019-03-10
5406903,1000.7564,2019-04-04
5468022,63.2318,2019-04-20
5398571,671.297,2019-03-31
5440678,101.3441,2019-04-10
5366965,144.366,2019-03-17
5283244,251.195,2019-02-27
5423889,383.8442,2019-04-07
5378489,383.0054,2019-03-24
5332800,384.2833,2019-03-14
5482502,568.9728,2019-04-30
5424080,481.3291,2019-04-08
5471077,195.7588,2019-04-26
5464711,980.5391,2019-04-22
5424155,804.6902,2019-04-07
5357621,141.7691,2019-03-19
5301855,290.763,2019-03-03
5361613,506.4817,2019-03-15
5465773,475.5592,2019-04-21
5360755,198.9431,2019-03-18
5367993,146.3423,2019-03-21
5335041,303.3482,2019-03-09
5388638,108.699,2019-03-18
5356373,154.3454,2019-03-18
5397694,785.4469,2019-04-02
5417638,760.2943,2019-04-03
5313347,343.0819,2019-03-04
5414925,1641.4295,2019-04-04
5369262,943.4737,2019-03-22
5414746,1878.4597,2019-04-07
5351513,686.9489,2019-03-19
5382201,378.4322,2019-03-21
5462210,842.3872,2019-04-15
5425007,235.5197,2019-04-05
5467774,564.79,2019-04-23
5314871,359.439,2019-03-03
5356857,1138.7265,2019-03-17
5284374,573.0242,2019-03-01
5460168,144.366,2019-04-14
5452643,198.7159,2019-04-17
5301103,78.985,2019-02-27
5315055,146.5229,2019-03-05
5382109,173.2395,2019-03-24
5447783,940.9282,2019-04-16
5291492,233.5209,2019-02-20
5398774,232.6843,2019-04-01
5477955,198.9431,2019-04-24
5442954,456.8766,2019-04-14
5461113,1163.8791,2019-04-22
5457944,171.5409,2019-04-19
5392048,69.2951,2019-03-25
5322541,133.9311,2019-03-10
5462371,208.9064,2019-04-20
5294230,195.7454,2019-02-26
5440095,436.4955,2019-04-14
5423441,625.0208,2019-04-09
5396694,72.0278,2019-03-27
5460740,1917.5234,2019-04-20
5284211,243.8232,2019-03-01
5383860,290.1735,2019-03-24
5369538,195.5042,2019-03-23
5342801,634.1695,2019-03-17
5450607,639.1045,2019-04-15
5299513,1006.6182,2019-03-04
5474630,377.2889,2019-04-26
5440846,83.1542,2019-04-11
5328671,543.7373,2019-03-12
5442475,81.1742,2019-04-11
5291005,2446.8304,2019-03-02
5436409,1175.3111,2019-04-09
5374495,84.6041,2019-03-22
5398035,383.8442,2019-03-30
5402568,149.7722,2019-03-31
5350078,230.0867,2019-03-17
5359043,176.6362,2019-03-16
5377269,227.5166,2019-03-25
5379629,214.815,2019-03-25
5441989,112.0961,2019-04-13
5465919,133.766,2019-04-12
5313046,158.5127,2019-03-07
5316676,487.6465,2019-03-10
5446094,117.1914,2019-04-12
5396785,847.5146,2019-03-24
5345956,3726.7226,2019-03-15
5438791,1598.2193,2019-04-09
5437421,958.0058,2019-04-13
5431050,383.0054,2019-04-05
5448415,755.7996,2019-04-16
5399194,148.1184,2019-03-30
5428365,198.7159,2019-04-02
5473487,327.7961,2019-04-25
5415912,168.1442,2019-04-07
5307684,141.1305,2019-03-04
5335973,445.4965,2019-03-15
5427213,195.7588,2019-04-07
5324982,54.9781,2019-03-06
5451554,190.2235,2019-04-17
5413982,903.5627,2019-04-01
5322856,942.0041,2019-03-07
5473786,290.4309,2019-04-22
5376725,265.9202,2019-03-25
5450962,2585.0051,2019-04-18
5415362,280.6454,2019-04-03
5452639,176.0681,2019-04-15
5365003,273.2486,2019-03-21
5389557,1129.4536,2019-03-26
5348979,383.4779,2019-03-18
5297879,211.3502,2019-03-03
5449837,394.2374,2019-04-15
5389656,1518.302,2019-03-28
5414754,1921.2088,2019-04-06
5436378,193.2176,2019-04-08
5414007,1264.4895,2019-04-06
5422915,188.6444,2019-04-08
5451898,196.6475,2019-04-14
5341644,383.4779,2019-03-16
5320248,111.0368,2019-03-10
5343664,107.1232,2019-03-10
5411430,290.763,2019-03-28
5448294,72.0278,2019-04-07
5330623,72.1167,2019-03-03
5477297,217.4136,2019-04-28
5457211,281.9386,2019-04-13
5446403,198.7159,2019-04-13
5334800,1691.6329,2019-03-15
5375405,383.0054,2019-03-25
5283446,1691.8818,2019-02-27
5382478,287.0338,2019-03-24
5304342,987.8849,2019-03-04
5479464,197.0173,2019-04-23
5456934,137.5725,2019-04-19
5370363,383.0054,2019-03-22
5414828,152.8583,2019-03-29
5352570,180.033,2019-03-17
5347535,1057.7123,2019-03-14
5301013,101.3441,2019-02-28
5304216,91.8161,2019-03-03
5330306,383.4779,2019-03-08
5477226,569.6234,2019-04-28
5460824,888.3439,2019-04-20
5381563,198.7159,2019-03-23
5285197,149.957,2019-02-28
5334925,159.1147,2019-03-15
5400402,205.5094,2019-03-27
5432511,133.766,2019-04-01
5432270,107.0008,2019-04-08
5396121,146.3423,2019-03-30
5423034,475.5592,2019-04-08
5304302,707.3533,2019-03-05
5326609,476.1032,2019-03-07
5418511,101.3441,2019-04-05
5436179,253.0654,2019-04-13
5402786,77.7443,2019-04-01
5289488,128.2075,2019-02-28
5470852,314.2088,2019-04-23
5415182,168.3364,2019-04-05
5441960,308.3635,2019-04-13
5479319,2045.3632,2019-04-29
5336073,195.7454,2019-03-12
5475112,217.3985,2019-04-21
5312662,334.9726,2019-03-08
5413907,129.9284,2019-04-03
5373637,617.3818,2019-03-17
5349065,205.7445,2019-03-15
5324909,145.3782,2019-03-11
5452740,252.6692,2019-04-19
5332215,57.5961,2019-03-11
5406055,109.7567,2019-03-30
5387554,177.5688,2019-03-26
5376590,307.415,2019-03-25
5452054,2821.0865,2019-04-19
5427403,107.0008,2019-04-04
5332776,180.239,2019-03-13
5424408,198.7159,2019-03-30
5476816,190.2235,2019-04-22
5360106,73.1711,2019-03-20
5477945,383.8442,2019-04-24
5369399,108.6134,2019-03-23
5317474,409.2815,2019-03-05
5449112,77.957,2019-04-16
5456813,195.5042,2019-04-17
5476483,125.6834,2019-04-25
5422841,157.9536,2019-04-05
5358101,109.7567,2019-03-18
5339216,635.9378,2019-03-12
5478706,193.6206,2019-04-27
5371091,258.3857,2019-03-13
5429123,195.5042,2019-04-09
5442489,397.8683,2019-04-14
5391809,198.7159,2019-03-29
5407150,383.8442,2019-04-02
5396742,383.0054,2019-03-31
5327398,916.4986,2019-03-13
5425056,198.7159,2019-04-06
5418315,568.9728,2019-04-06
5465185,72.0278,2019-04-11
5434071,118.8896,2019-04-11
5384102,220.6568,2019-03-24
5442029,78.8876,2019-04-10
5386129,416.2629,2019-03-26
5393521,271.9835,2019-03-28
5400110,133.766,2019-03-29
5285292,232.4989,2019-02-28
5346302,163.2353,2019-03-14
5310588,1693.5671,2019-03-08
5367849,835.6483,2019-03-21
5470415,439.8922,2019-04-24
5447482,75.3585,2019-04-16
5412636,591.0524,2019-04-05
5408528,195.7588,2019-04-03
5320526,571.2104,2019-03-11
5470297,121.1897,2019-04-21
5449087,54.5699,2019-04-08
5444133,130.3361,2019-04-13
5286586,256.7556,2019-02-28
5403200,438.194,2019-04-02
5410498,208.0805,2019-04-02
5418456,384.2833,2019-04-08
5469669,229.2875,2019-04-24
5423089,234.3828,2019-04-08
5476599,811.8477,2019-04-26
5387137,266.6527,2019-03-25
5318502,355.3769999999999,2019-03-09
5358716,1264.4895,2019-03-19
5414790,290.1735,2019-04-05
5481888,99.467,2019-04-28
5397209,202.1126,2019-03-27
5359942,742.2123,2019-03-21
5350883,383.0054,2019-03-19
5330462,464.9979,2019-03-10
5374542,616.6277,2019-03-23
5351193,569.6234,2019-03-13
5470980,200.4141,2019-04-20
5319626,484.2124,2019-03-08
5462791,633.388,2019-04-16
5405998,97.1804,2019-04-01
5351844,252.6692,2019-03-18
5416117,218.2798,2019-04-05
5460327,400.8285,2019-04-16
5465684,1518.302,2019-04-22
5475461,97.1804,2019-04-24
5389750,1878.4597,2019-03-26
5295776,107.1232,2019-02-27
5475932,375.3521,2019-04-26
5468996,90.3206,2019-04-22
5327528,163.2353,2019-03-08
5304174,166.6361,2019-03-01
5315987,208.3372,2019-03-08
5412574,146.3423,2019-04-01
5386339,874.6896,2019-03-27
5402623,383.0054,2019-04-01
5427662,191.9221,2019-04-09
5354046,113.7943,2019-03-09
5481427,198.7159,2019-04-20
5433277,221.7445,2019-04-10
5411564,101.3441,2019-04-03
5380750,508.7683,2019-03-24
5438532,63.2318,2019-04-10
5464314,568.9728,2019-04-23
5288090,106.5413,2019-02-25
5332817,1128.7992,2019-03-04
5387911,1129.4536,2019-03-28
5477858,383.0054,2019-04-26
5419027,501.0356,2019-04-07
5375134,492.8619,2019-03-25
5381627,546.5657,2019-03-26
5427155,126.4637,2019-04-09
5347641,482.9046,2019-03-17
5354213,125.6834,2019-03-14
5373172,433.0987,2019-03-24
5360161,200.7137,2019-03-20
5392730,236.081,2019-03-29
5401971,115.4929,2019-04-01
5344573,84.7085,2019-03-14
5422478,1880.6076,2019-04-09
5320367,394.2374,2019-03-07
5414525,383.0054,2019-03-31
5446186,1419.6849,2019-04-15
5413227,290.1735,2019-04-05
5407091,1019.5053,2019-04-04
5474697,252.0612,2019-04-27
5478710,176.0681,2019-04-21
5306562,120.7261,2019-03-04
5334233,108.7474,2019-03-07
5358215,911.2099,2019-03-19
5337349,2463.1412,2019-03-11
5292248,398.3591,2019-02-28
5459909,529.9091,2019-04-20
5293779,73.2614,2019-02-28
5337659,1829.6659,2019-03-12
5293015,625.7356,2019-03-03
5349607,239.7519,2019-03-12
5402114,144.366,2019-03-30
5303444,115.6157,2019-03-04
5354584,101.3441,2019-03-16
5317249,167.1746,2019-03-09
5373430,383.0054,2019-03-24
5370640,847.5146,2019-03-21
5418858,91.8161,2019-04-05
5423841,163.0489,2019-04-06
5389053,1320.5112,2019-03-28
5482269,616.5288,2019-04-30
5399847,1878.4597,2019-03-31
5356815,333.5854,2019-03-19
5320063,205.7445,2019-03-08
5397821,107.0008,2019-03-27
5368493,576.0161,2019-03-10
5478432,383.8442,2019-04-25
5432219,169.8424,2019-04-09
5309799,290.1735,2019-03-05
5304173,251.3669,2019-03-04
5435321,112.0961,2019-04-10
5283903,193.7324,2019-02-24
5355619,938.9496,2019-03-19
5384415,290.4309,2019-03-26
5423200,568.9728,2019-04-09
5285964,1320.8635,2019-03-01
5465735,399.13,2019-04-22
5403985,163.0489,2019-04-01
5301935,207.2079,2019-02-26
5456173,207.8855,2019-04-18
5317527,198.9431,2019-03-07
5464724,107.0008,2019-04-15
5304489,74.4061,2019-03-04
5452206,54.5699,2019-04-15
5471603,180.033,2019-04-20
5467982,755.7996,2019-04-23
5284740,292.3439,2019-03-01
5481238,161.2052,2019-04-28
5431365,254.7639,2019-04-11
5425806,127.3819,2019-04-08
5366993,760.2943,2019-03-22
5307940,368.9799,2019-03-02
5471414,362.0673,2019-04-25
5304190,440.0243,2019-03-06
5307564,85.8532,2019-03-04
5457981,195.7588,2019-04-17
5338948,296.4799,2019-03-10
5357112,132.4772,2019-03-16
5323762,515.2116,2019-03-12
5459067,176.7027,2019-04-18
5292511,622.7224,2019-03-02
5434406,81.4218,2019-04-13
5452476,570.5065,2019-04-19
5357473,158.9186,2019-03-19
5432484,101.3441,2019-04-07
5378182,508.8017,2019-03-24
5425963,133.766,2019-04-03
5383685,107.0008,2019-03-20
5450365,1573.5798,2019-04-03
5469992,383.0054,2019-04-22
5350441,438.0411,2019-03-18
5445593,78.8876,2019-04-10
5384715,479.8691,2019-03-22
5443314,830.5306,2019-04-14
5425754,633.388,2019-04-05
5481273,72.0278,2019-04-21
5398526,64.098,2019-03-26
5299450,231.2501,2019-03-01
5301756,139.4565,2019-03-02
5419980,1183.8031,2019-04-07
5482457,54.5699,2019-04-27
5466964,218.2798,2019-04-22
5456790,83.4608,2019-04-15
5355331,89.1773,2019-03-18
5410369,1073.2089999999996,2019-04-05
5339825,497.9489,2019-03-16
5376414,307.5476,2019-03-25
5352443,749.8625,2019-03-14
5475805,383.8442,2019-04-26
5427130,1438.7411,2019-04-09
5399705,84.6041,2019-03-31
5448933,440.8905,2019-04-15
5350117,184.2983,2019-03-12
5416266,155.9141,2019-04-06
5297309,63.2318,2019-02-28
5423855,198.7159,2019-04-06
5347150,282.2611,2019-03-09
5451289,107.1232,2019-04-14
5297800,164.576,2019-03-02
5470060,73.6261,2019-04-22
5452644,383.8442,2019-04-16
5390778,378.4322,2019-03-26
5414528,107.0008,2019-04-01
5464950,318.7578,2019-04-21
5343202,476.1032,2019-03-16
5336355,98.6115,2019-03-13
5435929,117.8018,2019-04-09
5375388,198.7159,2019-03-22
5419908,755.7996,2019-04-08
5371196,357.8528,2019-03-19
5385707,662.3863,2019-03-25
5328346,383.4779,2019-03-07
5363478,124.6196,2019-03-21
5430604,217.3985,2019-03-30
